timestamp,dataset,algorithm,spark_version,features,partitions,lambda,max_iterations,actual_iterations,runtime_sec,accuracy_percent,model_norm,non_zero_weights,total_weights,non_zero_percent,convergence_status,train_file,test_file
2025-07-13T03:37:53.577,rcv1,lbfgs,2_4,47236,8,0.01,100,100,7.194,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T03:54:22.351,rcv1,lbfgs,2_4,47236,10,0.01,100,100,8.253,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T03:57:52.090,rcv1,lbfgs,2_4,47236,15,0.01,100,100,11.125,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T03:48:35.264,rcv1,lbfgs,2_4,47236,5,0.01,100,100,5.569,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T03:51:30.921,rcv1,lbfgs,2_4,47236,8,0.01,100,100,6.952,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:08:22.813,rcv1,lbfgs,2_4,47236,10,0.01,100,100,8.126,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:11:57.279,rcv1,lbfgs,2_4,47236,15,0.01,100,100,8.705,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:02:31.105,rcv1,lbfgs,2_4,47236,5,0.01,100,100,5.586,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:05:32.324,rcv1,lbfgs,2_4,47236,8,0.01,100,100,6.862,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:22:44.375,rcv1,lbfgs,2_4,47236,10,0.01,100,100,7.93,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:26:18.171,rcv1,lbfgs,2_4,47236,15,0.01,100,100,11.167,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:16:50.633,rcv1,lbfgs,2_4,47236,5,0.01,100,100,5.402,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:19:56.928,rcv1,lbfgs,2_4,47236,8,0.01,100,100,6.763,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:37:07.258,rcv1,lbfgs,2_4,47236,10,0.01,100,100,7.857,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:40:45.180,rcv1,lbfgs,2_4,47236,15,0.01,100,100,11.172,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:31:10.513,rcv1,lbfgs,2_4,47236,5,0.01,100,100,5.475,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:34:16.904,rcv1,lbfgs,2_4,47236,8,0.01,100,100,9.128,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:52:03.206,rcv1,lbfgs,2_4,47236,10,0.01,100,100,8.048,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:55:45.579,rcv1,lbfgs,2_4,47236,15,0.01,100,100,11.331,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:45:48.237,rcv1,lbfgs,2_4,47236,5,0.01,100,100,5.487,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T04:49:05.570,rcv1,lbfgs,2_4,47236,8,0.01,100,100,6.873,94.69,472.918262,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:15:06.203886431,rcv1,admm,4_0,47236,10,0.01,50,14,95.029,92.08,2.057954,39376,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:27:18.178102104,rcv1,admm,4_0,47236,15,0.01,50,21,138.071,92.34,5.210244,39378,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:21:03.608518174,rcv1,admm,4_0,47236,5,0.01,50,21,170.182,92.14,2.848139,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:13:15.982127052,rcv1,admm,4_0,47236,8,0.01,50,17,108.213,92.12,2.52166,39370,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:24:44.949494291,rcv1,admm,4_0,47236,10,0.01,50,14,85.524,92.08,2.057948,39373,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:36:40.505592063,rcv1,admm,4_0,47236,15,0.01,50,21,143.169,92.34,5.21018,39378,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:30:12.887763503,rcv1,admm,4_0,47236,5,0.01,50,21,157.116,92.14,2.848139,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:23:04.294860846,rcv1,admm,4_0,47236,8,0.01,50,17,107.284,92.12,2.521675,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:34:02.028524895,rcv1,admm,4_0,47236,10,0.01,50,14,97.682,92.08,2.057957,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:46:15.414447378,rcv1,admm,4_0,47236,15,0.01,50,21,147.756,92.34,5.210227,39376,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:39:39.593927464,rcv1,admm,4_0,47236,5,0.01,50,21,161.778,92.15,2.848127,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:32:08.924572236,rcv1,admm,4_0,47236,8,0.01,50,17,102.848,92.12,2.521677,39373,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:43:32.247809263,rcv1,admm,4_0,47236,10,0.01,50,14,98.856,92.08,2.057954,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:55:41.042512583,rcv1,admm,4_0,47236,15,0.01,50,21,139.361,92.34,5.210184,39377,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:49:17.486447896,rcv1,admm,4_0,47236,5,0.01,50,21,164.727,92.15,2.84813,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:41:38.094095921,rcv1,admm,4_0,47236,8,0.01,50,17,105.082,92.12,2.521672,39372,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:53:06.001205152,rcv1,admm,4_0,47236,10,0.01,50,14,89.219,92.08,2.057954,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:05:04.703518550,rcv1,admm,4_0,47236,15,0.01,50,21,144.607,92.34,5.210194,39378,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:58:37.462334460,rcv1,admm,4_0,47236,5,0.01,50,21,158.808,92.15,2.848127,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:51:21.257784203,rcv1,admm,4_0,47236,8,0.01,50,17,110.459,92.12,2.521672,39372,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:02:24.796268598,rcv1,admm,4_0,47236,10,0.01,50,14,96.425,92.08,2.057958,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:14:43.651124522,rcv1,admm,4_0,47236,15,0.01,50,21,151.836,92.34,5.210211,39377,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:08:08.196237746,rcv1,admm,4_0,47236,5,0.01,50,21,166.159,92.14,2.848139,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:00:33.118811590,rcv1,admm,4_0,47236,8,0.01,50,17,102.258,92.12,2.521689,39372,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:11:56.263789996,rcv1,admm,4_0,47236,10,0.01,50,14,93.264,92.08,2.057952,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:24:48.101792573,rcv1,admm,4_0,47236,15,0.01,50,21,141.601,92.34,5.210189,39378,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:17:52.044390177,rcv1,admm,4_0,47236,5,0.01,50,21,170.781,92.15,2.848136,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:10:07.914587124,rcv1,admm,4_0,47236,8,0.01,50,17,106.507,92.12,2.521673,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:22:11.256452314,rcv1,admm,4_0,47236,10,0.01,50,14,109.525,92.08,2.057952,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:34:09.259294052,rcv1,admm,4_0,47236,15,0.01,50,21,142.034,92.34,5.210216,39378,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:27:44.817354288,rcv1,admm,4_0,47236,5,0.01,50,21,158.143,92.15,2.848127,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:20:02.126247941,rcv1,admm,4_0,47236,8,0.01,50,17,116.242,92.12,2.521672,39372,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:31:32.071850383,rcv1,admm,4_0,47236,10,0.01,50,14,97.599,92.08,2.057952,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:43:41.546099203,rcv1,admm,4_0,47236,15,0.01,50,21,147.136,92.34,5.210216,39378,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:37:07.941111742,rcv1,admm,4_0,47236,5,0.01,50,21,161.312,92.15,2.84813,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:29:39.208872906,rcv1,admm,4_0,47236,8,0.01,50,17,101.211,92.12,2.521677,39370,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:40:59.316615356,rcv1,admm,4_0,47236,10,0.01,50,14,98.066,92.08,2.057953,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:53:12.480073147,rcv1,admm,4_0,47236,15,0.01,50,21,144.869,92.34,5.210235,39378,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:46:43.653632081,rcv1,admm,4_0,47236,5,0.01,50,21,164.559,92.15,2.848127,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:39:06.100597187,rcv1,admm,4_0,47236,8,0.01,50,17,104.773,92.12,2.521689,39372,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:50:32.560452267,rcv1,admm,4_0,47236,10,0.01,50,14,94.65,92.08,2.05795,39375,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T19:02:30.863921366,rcv1,admm,4_0,47236,15,0.01,50,21,145.176,92.34,5.210202,39377,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:56:07.840822237,rcv1,admm,4_0,47236,5,0.01,50,21,158.104,92.15,2.848127,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:48:42.965208521,rcv1,admm,4_0,47236,8,0.01,50,17,106.051,92.12,2.521677,39373,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:59:50.690149291,rcv1,admm,4_0,47236,10,0.01,50,14,91.059,92.08,2.057958,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T19:12:13.907422732,rcv1,admm,4_0,47236,15,0.01,50,21,151.304,92.34,5.210222,39378,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T19:05:33.488017242,rcv1,admm,4_0,47236,5,0.01,50,21,165.209,92.15,2.848136,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:58:04.359378613,rcv1,admm,4_0,47236,8,0.01,50,17,103.213,92.12,2.521672,39372,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:11:58.286520190,rcv1,admm,4_0,47236,15,0.01,50,21,135.343,92.34,5.210183,39378,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:05:52.943315969,rcv1,admm,4_0,47236,5,0.01,50,21,147.124,92.15,2.848127,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T22:07:08.649685474,higgs,admm,4_0,27,8,0.01,50,18,49.648,61.6,0.851782,27,27,100,converged,higgs_train15k.binary,higgs_test10k.binary
2025-07-13T16:09:26.881998354,rcv1,admm,4_0,47236,10,0.01,50,14,89.425,92.08,2.057962,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:21:25.234049182,rcv1,admm,4_0,47236,15,0.01,50,21,146.946,92.34,5.210186,39377,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:14:50.792219351,rcv1,admm,4_0,47236,5,0.01,50,21,154.499,92.15,2.84813,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:07:40.976119804,rcv1,admm,4_0,47236,8,0.01,50,17,94.011,92.12,2.521673,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:18:42.585811846,rcv1,admm,4_0,47236,10,0.01,50,14,96.266,92.08,2.057953,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:30:22.370485876,rcv1,admm,4_0,47236,15,0.01,50,21,140.197,92.34,5.210221,39377,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:24:16.191391807,rcv1,admm,4_0,47236,5,0.01,50,21,153.157,92.14,2.848139,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:16:50.446575178,rcv1,admm,4_0,47236,8,0.01,50,17,106.015,92.12,2.521677,39373,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:27:46.955245675,rcv1,admm,4_0,47236,10,0.01,50,14,85.475,92.08,2.057954,39376,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:39:35.670748778,rcv1,admm,4_0,47236,15,0.01,50,21,145.362,92.34,5.210178,39378,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:33:15.669127540,rcv1,admm,4_0,47236,5,0.01,50,21,155.541,92.15,2.84813,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:26:06.133377501,rcv1,admm,4_0,47236,8,0.01,50,17,96.642,92.12,2.521658,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:36:54.801384403,rcv1,admm,4_0,47236,10,0.01,50,14,89.466,92.08,2.057952,39373,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:49:28.102552092,rcv1,admm,4_0,47236,15,0.01,50,21,152.412,92.34,5.210198,39378,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:42:36.691102387,rcv1,admm,4_0,47236,5,0.01,50,21,163.387,92.15,2.848127,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:35:09.841686337,rcv1,admm,4_0,47236,8,0.01,50,17,100.924,92.12,2.521677,39370,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:46:40.159503406,rcv1,admm,4_0,47236,10,0.01,50,14,102.964,92.08,2.057954,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:58:49.918463682,rcv1,admm,4_0,47236,15,0.01,50,21,138.839,92.34,5.210242,39377,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:52:35.439832802,rcv1,admm,4_0,47236,5,0.01,50,21,169.617,92.15,2.84813,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:44:38.965761340,rcv1,admm,4_0,47236,8,0.01,50,17,108.335,92.12,2.521677,39373,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:56:15.747366134,rcv1,admm,4_0,47236,10,0.01,50,14,94.245,92.08,2.057952,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:08:12.018698551,rcv1,admm,4_0,47236,15,0.01,50,21,147.696,92.34,5.210227,39376,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:01:47.591110541,rcv1,admm,4_0,47236,5,0.01,50,21,160.054,92.15,2.84813,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T16:54:26.183215804,rcv1,admm,4_0,47236,8,0.01,50,17,97.422,92.12,2.521658,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:05:28.923643679,rcv1,admm,4_0,47236,10,0.01,50,14,89.967,92.08,2.05795,39374,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:17:55.996842010,rcv1,admm,4_0,47236,15,0.01,50,21,153.988,92.34,5.210225,39377,47236,83.36,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:11:14.590665151,rcv1,admm,4_0,47236,5,0.01,50,21,165.11,92.15,2.848127,39371,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:03:43.770290266,rcv1,admm,4_0,47236,8,0.01,50,17,103.023,92.12,2.521689,39372,47236,83.35,converged,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:15:10.643839988,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.835,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:27:22.962304528,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.188,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:21:06.295847174,rcv1,lbfgs,4_0,47236,5,0.01,100,100,2.052,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:13:20.012177529,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.406,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:24:49.335326461,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.797,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:36:45.310726863,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.187,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:30:15.528024859,rcv1,lbfgs,4_0,47236,5,0.01,100,100,2.04,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:23:08.406122263,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.452,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:34:06.466825136,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.782,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:46:20.182743997,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.145,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:39:42.205624514,rcv1,lbfgs,4_0,47236,5,0.01,100,100,2.001,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:32:12.914300735,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.395,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:43:36.687491981,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.771,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:55:45.813637578,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.155,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:49:20.270340691,rcv1,lbfgs,4_0,47236,5,0.01,100,100,2.023,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:41:42.073557979,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.378,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:53:10.348433544,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.731,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:05:09.360703223,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.105,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:58:40.100669602,rcv1,lbfgs,4_0,47236,5,0.01,100,100,2,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T17:51:25.574867042,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.424,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:02:29.191880091,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.763,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:14:48.502918690,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.19,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:08:10.785460753,rcv1,lbfgs,4_0,47236,5,0.01,100,100,1.984,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:00:37.047837380,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.325,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:12:00.689730317,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.788,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:24:53.819305271,rcv1,lbfgs,4_0,47236,15,0.01,100,100,5.115,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:17:54.856983145,rcv1,lbfgs,4_0,47236,5,0.01,100,100,2.188,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:10:11.864335702,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.361,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:22:15.638400620,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.756,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:34:13.995279223,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.128,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:27:47.434830212,rcv1,lbfgs,4_0,47236,5,0.01,100,100,1.983,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:20:06.093320382,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.324,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:31:36.435136847,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.736,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:43:46.307141392,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.133,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:37:10.580307781,rcv1,lbfgs,4_0,47236,5,0.01,100,100,2.03,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:29:43.223183068,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.42,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:41:03.637921063,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.72,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:53:17.257916402,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.131,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:46:46.256121133,rcv1,lbfgs,4_0,47236,5,0.01,100,100,1.991,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:39:10.073209340,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.373,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:50:36.927615940,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.751,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T19:02:35.651796956,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.11,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:56:10.395879141,rcv1,lbfgs,4_0,47236,5,0.01,100,100,1.95,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:48:46.927262210,rcv1,lbfgs,4_0,47236,8,0.01,100,100,3.353,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T18:59:55.028167619,rcv1,lbfgs,4_0,47236,10,0.01,100,100,3.741,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T19:12:18.689962242,rcv1,lbfgs,4_0,47236,15,0.01,100,100,4.131,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
2025-07-13T19:05:36.020042848,rcv1,lbfgs,4_0,47236,5,0.01,100,100,1.938,94.69,472.904261,39378,47236,83.36,max_iterations,rcv1_train15k.binary,rcv1_test10k.binary
